Id,SalePrice
1461,5.847623540905411e+16
1462,5.139220705970207e+16
1463,6.489209092103455e+16
1464,6.2895099455315144e+16
1465,7.965545352834992e+16
1466,7.88277794812705e+16
1467,6.149241978148992e+16
1468,8.01111695249371e+16
1469,2.2970671332739732e+16
1470,7.983118241836486e+16
1471,1.8096939858096204e+16
1472,3.5552777369233844e+16
1473,5.691116256884614e+16
1474,8.63888094504134e+16
1475,8.517418044562496e+16
1476,7.796901989319365e+16
1477,8.543963691154811e+16
1478,9.611660370189296e+16
1479,4.124336397152505e+16
1480,5.146154326322544e+16
1481,7.01776668949998e+16
1482,7.980760695041022e+16
1483,7.1881927593017624e+16
1484,3.272207027120126e+16
1485,6.238402932662225e+16
1486,6.058024211857523e+16
1487,1.7756183537112516e+16
1488,8.624219009718462e+16
1489,1.032092244380367e+17
1490,8.925412844410467e+16
1491,7.481525008656176e+16
1492,5.514873746784649e+16
1493,-2.3225472736046892e+16
1494,3.5606633490280876e+16
1495,3.2540362580980508e+16
1496,6.241887675124293e+16
1497,6.362399841625844e+16
1498,-893205662861902.2
1499,3.5846174760006772e+16
1500,1.1033354298436626e+17
1501,6.907515996681858e+16
1502,6.5320410369809976e+16
1503,7.057391380991569e+16
1504,7.80025620644544e+16
1505,7.299965629253022e+16
1506,4.872654607277631e+16
1507,2.3951023525235116e+16
1508,6.877306473386337e+16
1509,3.3801439841729108e+16
1510,6.553017708763625e+16
1511,5389939261096996.0
1512,7.256522046776557e+16
1513,5.473096841362853e+16
1514,3.814379079207563e+16
1515,2.6793978464582596e+16
1516,4.437925407934157e+16
1517,7.643552032040291e+16
1518,8.35940162385009e+16
1519,3.861945495849225e+16
1520,8.758939483861098e+16
1521,8.390492007430366e+16
1522,7.306829272576886e+16
1523,3.953035721978466e+16
1524,8.647379723108762e+16
1525,6.8214981023382984e+16
1526,8.455144634738427e+16
1527,6.8816796263121176e+16
1528,5.756072096509859e+16
1529,1.0988485012908634e+17
1530,1.1947275548871216e+17
1531,1.0332156702493264e+17
1532,1.2081448810847518e+17
1533,9.44240865473092e+16
1534,-3.88148723104809e+16
1535,8.925927777891152e+16
1536,5.610315552061365e+16
1537,5.680065292770601e+16
1538,1.0867353749992074e+17
1539,1.0303748833953648e+17
1540,9.736012562583544e+16
1541,8.99977626951155e+16
1542,2.1768392464082588e+16
1543,1.0288953099971244e+16
1544,4.4843479728701384e+16
1545,8.737462792205608e+16
1546,2.8961557575216164e+16
1547,3.2918726386499052e+16
1548,4.927955789487801e+16
1549,7.106129811963377e+16
1550,4.589936191186775e+16
1551,7.361368775477227e+16
1552,7.107666481465029e+16
1553,1.1890576181197688e+17
1554,5.737214190694768e+16
1555,1.1702440496865444e+16
1556,-1625751474379124.2
1557,-2.2986165517647004e+16
1558,2.218456310100689e+16
1559,1.3495226599450836e+16
1560,2.067743939081502e+16
1561,3.250471669721205e+17
1562,8.013219192703802e+16
1563,6.8610706253894536e+16
1564,8.113227754715301e+16
1565,1.4024396785770876e+16
1566,-8271949726964444.0
1567,9.063361773084035e+16
1568,-6617150882381964.0
1569,1.1057112772633013e+17
1570,7.748394440584534e+16
1571,2.5519416927116452e+16
1572,6.450986520321301e+16
1573,-3.953563017900573e+16
1574,6.059180161197833e+16
1575,8.870630697008195e+16
1576,3.057925739527737e+16
1577,2.7782936171527612e+16
1578,4.9411512111482264e+16
1579,1.2424704770864906e+17
1580,5.793331023493049e+16
1581,4.127963929590024e+16
1582,5.1173926751967384e+16
1583,4.026276870090305e+16
1584,5.400116716115476e+16
1585,4.886248094885625e+16
1586,-8596678338293657.0
1587,2.693333422779368e+16
1588,4.054598112263308e+16
1589,8.005938850372966e+16
1590,5.6454554009446376e+16
1591,9.70380931605048e+16
1592,3.907690681821799e+16
1593,3.750956524982832e+16
1594,1.0296395868888815e+18
1595,1.0160395484651264e+17
1596,9.181403239444026e+16
1597,7.645362398257645e+16
1598,6.8005099606703304e+16
1599,1.5020778076331898e+17
1600,1.3719291062678294e+17
1601,2.246149446083289e+17
1602,1.2684722059211301e+17
1603,1.060238753936958e+17
1604,6.58037882937968e+16
1605,9.230899325893765e+16
1606,9.070380805092685e+16
1607,-5.139876822867361e+16
1608,5.286868911514277e+16
1609,5.949974882498028e+16
1610,5.13216195787771e+16
1611,7.9988769356716e+16
1612,7.147052200931246e+16
1613,7.779806892431242e+16
1614,6.923638601149941e+16
1615,8.700725923800106e+16
1616,1.06493237768497e+17
1617,6.150714033008616e+16
1618,1.012663992217962e+16
1619,7.518511094814198e+16
1620,6.781216525311424e+16
1621,6.555977199880046e+16
1622,8.64679532892503e+16
1623,5.335246761612327e+16
1624,5.366999413391533e+16
1625,7.405076547785347e+16
1626,6.093818482953073e+16
1627,8.402615122965838e+16
1628,5.4441235400785016e+16
1629,8.106280290244029e+16
1630,1.0150143705481072e+17
1631,9.077562149667712e+16
1632,4.4187019410209224e+16
1633,4.82468589158174e+16
1634,7.797434888374544e+16
1635,8.492098762613163e+16
1636,9.646708998433136e+16
1637,7.548847838162109e+16
1638,1.179494543563927e+17
1639,4.5840585799352216e+16
1640,5.885732388301924e+16
1641,6.3395950520490456e+16
1642,7.642501240941347e+16
1643,1.0726898579243526e+17
1644,4.520225676234172e+16
1645,8.389719503453546e+16
1646,6.061227724688122e+16
1647,6.3756786146362376e+16
1648,4.639019424513473e+16
1649,8.15373792163792e+16
1650,3.91649441814353e+16
1651,9.036450491688813e+16
1652,8.78195794556552e+16
1653,9.37383306554169e+16
1654,4.821361117823153e+16
1655,1.0960194936784294e+17
1656,1.0271858781036427e+17
1657,9.26823355591187e+16
1658,8.825819245673302e+16
1659,7.689614343394477e+16
1660,8.53355708898253e+16
1661,8.347591799704698e+16
1662,9.614169387421773e+16
1663,8.044263651003157e+16
1664,7.45875323302392e+16
1665,7.743220719294586e+16
1666,9.937884822740726e+16
1667,-2.8074222830620572e+16
1668,1.0983085744141934e+17
1669,2.6942147206158388e+16
1670,6.151766513770943e+16
1671,6.543219772587384e+16
1672,6.794731736079231e+16
1673,5.160584375058889e+16
1674,8.554425856543099e+16
1675,8.47639065372357e+16
1676,8.319626689783456e+16
1677,8.460685334224752e+16
1678,5.728633465617253e+16
1679,6.601331143663111e+16
1680,9.337184711974266e+16
1681,8.599412121089683e+16
1682,2.8957194439955564e+16
1683,9.069767736011667e+16
1684,5.587962954247135e+16
1685,8.78980508874422e+16
1686,3.763297643004031e+16
1687,7.2342215372588e+16
1688,4.174570726247978e+16
1689,6.800187492273485e+16
1690,5.8473048586885256e+16
1691,7.463949133638667e+16
1692,5.8607318707286936e+16
1693,6.580149472304187e+16
1694,6.403727384666004e+16
1695,5.741655211352301e+16
1696,1.2135239152960064e+17
1697,7.397538744244854e+16
1698,-1.0544104747287324e+16
1699,3.1809965721073148e+16
1700,6.158530697434834e+16
1701,3.5966862609007452e+16
1702,5.673666321907105e+16
1703,6.56697349831326e+16
1704,5.850628696163989e+16
1705,3.942652130022036e+16
1706,9.598111029865896e+16
1707,9.325749228573339e+16
1708,8.97229441276518e+16
1709,8.382201987908787e+16
1710,7.1798094487259656e+16
1711,6.7625525469566536e+16
1712,9.560453757512317e+16
1713,6.885519394012607e+16
1714,4.2437308544675416e+16
1715,5.388365992504735e+16
1716,8.127973513946656e+16
1717,6.7274993100340024e+16
1718,7.791235117220278e+16
1719,5.634589053017449e+16
1720,3.0373835381433574e+17
1721,5.943755122060524e+16
1722,4.543914103665246e+16
1723,3.2555281586747804e+16
1724,6.1031233788703384e+16
1725,8.584480257661355e+16
1726,8.093168135091382e+16
1727,6.323489184688672e+16
1728,2.83660178638116e+16
1729,8.648998854319067e+16
1730,1.0079348131191765e+17
1731,1.1590698895939971e+17
1732,6.477205292774699e+16
1733,9.703906670355709e+16
1734,-700618523323160.2
1735,4.0854299828883784e+16
1736,8.671067355248013e+16
1737,-6.548497650449591e+16
1738,2.669769095911072e+16
1739,1.2603305424635832e+17
1740,8.485372763852618e+16
1741,6.34026087419488e+16
1742,6.204433494956512e+16
1743,3.810140415337561e+16
1744,1.8637498112057972e+16
1745,9.487157766772848e+16
1746,9.181461230709382e+16
1747,8.122158840776018e+16
1748,2.953732182450129e+16
1749,4.551668127630794e+16
1750,7.305671903937218e+16
1751,8.235812726294618e+16
1752,5.994118186025845e+16
1753,4.2931029842001176e+16
1754,7.637568938907923e+16
1755,7.008626379390006e+16
1756,7.690012400454298e+16
1757,5.220107877727486e+16
1758,1.0099593594043315e+17
1759,1.3926921229268806e+17
1760,4.891656514907018e+16
1761,9.291164521530238e+16
1762,7.961793319517398e+16
1763,2.7274023187350772e+16
1764,3.056973566394942e+16
1765,6.082280907447175e+16
1766,7.299730074822771e+16
1767,7.938242782775222e+16
1768,9.082069629251344e+16
1769,8.91250164818974e+16
1770,5.687431258410666e+16
1771,1.4164799823060483e+17
1772,1.0380072005846416e+17
1773,8.953705007558328e+16
1774,1.5221587430038618e+17
1775,4.918620669654278e+16
1776,6.545371095412841e+16
1777,6.624026469845736e+16
1778,6.835243237328447e+16
1779,896439792221019.8
1780,8.487337912765098e+16
1781,7.541529287778795e+16
1782,5.749524158448727e+16
1783,8.972505891162262e+16
1784,7.727628545981691e+16
1785,1.0404659997023702e+17
1786,7.598483532608918e+16
1787,1.0782862020083894e+17
1788,9.57395896850351e+16
1789,8.608147755985706e+16
1790,9.95634836313364e+16
1791,6.9017624366976216e+16
1792,8.028171909030792e+16
1793,1.300467462766161e+17
1794,5.666765267779466e+16
1795,8.107756451606586e+16
1796,3.069389140347321e+17
1797,1.0673707774731154e+17
1798,8.766331719096307e+16
1799,4.743392068558281e+16
1800,1.176935724740968e+17
1801,7.082695631694638e+16
1802,6.5170104343764984e+16
1803,6.571172312755095e+16
1804,1.0591740436360098e+17
1805,7.950126863971872e+16
1806,4.796227912552726e+16
1807,7.271088597074069e+16
1808,4.8006564186704776e+16
1809,7.693668479630586e+16
1810,9.60280530766145e+16
1811,5.6621753742975144e+16
