Id,SalePrice
1461,7.378325288678725e+20
1462,1.013271735263312e+21
1463,1.013675788605666e+21
1464,9.939509789574811e+20
1465,9.741154656656476e+20
1466,9.626525427672125e+20
1467,8.945807422313698e+20
1468,8.806712652119448e+20
1469,1.0212191302796191e+21
1470,6.926247349009262e+20
1471,1.0297834452067357e+21
1472,5.4834736937333896e+20
1473,6.188697823303826e+20
1474,9.059550129455413e+20
1475,5.964360672049164e+20
1476,1.608951681814846e+21
1477,1.1838301807183455e+21
1478,1.3216490272651411e+21
1479,1.426979729842055e+21
1480,2.1607080704148664e+21
1481,1.5750372052702202e+21
1482,1.04405135472813e+21
1483,1.0042783107789472e+21
1484,8.564561817315504e+20
1485,8.50409680699425e+20
1486,1.0359470979221354e+21
1487,1.6750257011851565e+21
1488,1.2285607566973935e+21
1489,9.127977695987112e+20
1490,1.1291772314348534e+21
1491,9.835635337216793e+20
1492,7.630474171309317e+20
1493,1.6166475655475353e+21
1494,2.0120987474371339e+21
1495,1.4697733365325397e+21
1496,1.1494937362104808e+21
1497,1.0072003108131241e+21
1498,6.828239103462383e+20
1499,7.334068468799846e+20
1500,7.126493127439392e+20
1501,8.98187642073501e+20
1502,6.056353309922655e+20
1503,1.0697641094252119e+21
1504,1.1341836408254773e+21
1505,1.1499996391597601e+21
1506,1.4321395000346723e+21
1507,1.5505013029461182e+21
1508,1.3043011161476752e+21
1509,1.0275342833914826e+21
1510,9.343049489874192e+20
1511,9.11121951720252e+20
1512,1.1662374943342836e+21
1513,1.1734572912098362e+21
1514,1.357812988150176e+21
1515,1.818527961818143e+21
1516,1.0249121129148122e+21
1517,8.531849983827782e+20
1518,1.2484634553003991e+21
1519,1.1426268550912545e+21
1520,9.545414457979809e+20
1521,9.236374322681234e+20
1522,1.23922188645568e+21
1523,8.441951831420274e+20
1524,8.076953954871744e+20
1525,7.138902216077737e+20
1526,7.328046530121846e+20
1527,7.474532557055803e+20
1528,8.81019595756076e+20
1529,1.0796422873303781e+21
1530,1.2099657335317078e+21
1531,1.227773759724588e+21
1532,6.925609826511079e+20
1533,1.604285099966242e+21
1534,8.013622489458657e+20
1535,1.0539688159994514e+21
1536,8.83583984424343e+20
1537,5.935909270701143e+20
1538,9.821054148458962e+20
1539,1.4295922470836773e+21
1540,1.4366696947819185e+21
1541,9.14612030647359e+20
1542,1.0424959330475075e+21
1543,1.316370321515256e+21
1544,5.496559172978465e+20
1545,6.722611242863139e+20
1546,7.96887864790236e+20
1547,1.0362115673100665e+21
1548,8.634082989998092e+20
1549,5.986423404877931e+20
1550,9.843986891587585e+20
1551,7.895413311406488e+20
1552,1.1615663048011454e+21
1553,9.289991711447438e+20
1554,7.658215055086698e+20
1555,1.3196109921927307e+21
1556,7.310612234567529e+20
1557,1.0301283298744149e+21
1558,5.517685473871939e+20
1559,1.1613326684599213e+21
1560,1.055582974114271e+21
1561,1.4618070555127172e+21
1562,9.027037486311823e+20
1563,6.208329512918576e+20
1564,1.0644793779248355e+21
1565,1.096744889901853e+21
1566,1.141680428543976e+21
1567,5.2880381665277877e+20
1568,1.2405438983085983e+21
1569,1.4330288564097154e+21
1570,1.0248310008115956e+21
1571,1.9558294604644092e+21
1572,8.80985460743381e+20
1573,1.1544637886382481e+21
1574,9.758608292181692e+20
1575,1.0870795796070472e+21
1576,1.1197253331563579e+21
1577,9.188127543925115e+20
1578,8.888170935024842e+20
1579,7.091582351159908e+20
1580,1.028295742649639e+21
1581,1.124010658816767e+21
1582,6.30006177294959e+20
1583,1.5623888405543073e+21
1584,1.2736467516927988e+21
1585,6.094293798134861e+20
1586,4.611487599514499e+20
1587,7.374240672064354e+20
1588,8.940772591943861e+20
1589,7.359124329911136e+20
1590,8.221459179799494e+20
1591,7.049565223211085e+20
1592,1.0040035406575931e+21
1593,6.170161362814763e+20
1594,1.5361979507535415e+21
1595,1.0130864663300974e+21
1596,1.4903921840447498e+21
1597,1.3473594550401649e+21
1598,1.0418254317299401e+21
1599,7.667213402042554e+20
1600,8.959697367837377e+20
1601,3.525026706014168e+20
1602,6.9672627102567e+20
1603,7.173615013863775e+20
1604,1.2776311159419293e+21
1605,1.1858133576779285e+21
1606,9.78177156962525e+20
1607,1.6330900179752748e+21
1608,1.0203580370179824e+21
1609,9.07736482006959e+20
1610,8.822880119775222e+20
1611,9.62651363585541e+20
1612,1.0874380660550411e+21
1613,1.0173060314507763e+21
1614,6.821411841779002e+20
1615,6.292949615712417e+20
1616,6.225563973971614e+20
1617,6.230549169322505e+20
1618,6.199561724818517e+20
1619,9.173985639615647e+20
1620,1.5103781002267903e+21
1621,7.380367500505184e+20
1622,9.186033031005178e+20
1623,1.5732555718945098e+21
1624,1.1663561125193168e+21
1625,6.351798509260168e+20
1626,1.1064033832710017e+21
1627,1.0074504781260689e+21
1628,1.3610696608768328e+21
1629,1.0644921584669909e+21
1630,2.0367766835175406e+21
1631,1.13825962807738e+21
1632,1.3669262114736544e+21
1633,8.638465086433826e+20
1634,1.0260047592119277e+21
1635,8.793815277981886e+20
1636,8.913407271217451e+20
1637,1.1534608380424804e+21
1638,1.3010391193086216e+21
1639,1.313431866378826e+21
1640,1.7666963488256088e+21
1641,1.3618659040445593e+21
1642,1.1676533517021187e+21
1643,1.1743588752983546e+21
1644,1.274700916429656e+21
1645,1.350497105216696e+21
1646,8.316347676701099e+20
1647,9.102814538836903e+20
1648,8.803587809733075e+20
1649,7.766964322431233e+20
1650,6.24623309534277e+20
1651,6.258458116227135e+20
1652,5.5234180821504066e+20
1653,7.157704666766199e+20
1654,9.333321517313702e+20
1655,1.12478547350751e+21
1656,9.090326702177809e+20
1657,9.334491142646171e+20
1658,9.071071625585554e+20
1659,6.040266951577757e+20
1660,8.480005124294647e+20
1661,1.8965115819630852e+21
1662,1.6788067227352302e+21
1663,1.6054641164402143e+21
1664,2.1480165633164119e+21
1665,1.3626372025709704e+21
1666,1.3891645133489759e+21
1667,1.656265078019216e+21
1668,1.3615139838319342e+21
1669,1.1860432726037262e+21
1670,1.4324453737881393e+21
1671,1.3763653697289066e+21
1672,1.9643296243081347e+21
1673,1.4500168519199029e+21
1674,1.245609960965169e+21
1675,1.0401428889114338e+21
1676,9.973830775945814e+20
1677,1.0405061320032859e+21
